Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.108.241.130-30.3.5.6-139-35121-6,30.3.5.6,35121,10.108.241.130,139,6,28/09/2021 03:22:46 AM,1759,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1705.5144968732234,879.5,44.54772721475249,911.0,848.0,0,0,0,0,0,911.0,911.0,0.0,911.0,911.0,0,0,0,0,20,56,568.5048322910745,1137.009664582149,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,-1,8192,0,0,0,0,0,0,0,0,0,0,No Label
10.108.241.130-30.3.5.6-80-7211-6,30.3.5.6,7211,10.108.241.130,80,6,28/09/2021 03:25:31 AM,1743,3,3,293.0,110.0,293.0,0.0,97.66666666666666,169.16362887256037,110.0,0.0,36.666666666666664,63.50852961085883,231210.55651176133,3442.340791738382,348.6,203.45712078961503,569.0,32.0,1077.0,538.5,716.2991693419726,1045.0,32.0,1267.0,633.5,432.04224330498056,939.0,328.0,0,0,0,0,60,84,1721.170395869191,1721.170395869191,0.0,293.0,57.57142857142858,111.61519780456594,12457.95238095238,0,1,0,0,0,0,0,0,1.0,67.16666666666667,97.66666666666667,36.666666666666664,0,0,0,0,0,0,3,293,3,110,-1,65534,1,0,0,0,0,0,0,0,0,0,No Label
10.108.241.130-30.3.5.6-9595-53-6,30.3.5.6,53,10.108.241.130,9595,6,28/09/2021 02:55:05 AM,468,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4273.504273504273,468.0,0.0,468.0,468.0,0,0,0,0,0,468.0,468.0,0.0,468.0,468.0,0,0,0,0,0,44,0.0,4273.504273504273,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
10.108.241.130-30.3.5.6-3420-58671-6,30.3.5.6,58671,10.108.241.130,3420,6,28/09/2021 03:22:48 AM,426,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4694.835680751174,426.0,0.0,426.0,426.0,0,0,0,0,0,426.0,426.0,0.0,426.0,426.0,0,0,0,0,0,48,0.0,4694.835680751174,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
10.108.241.130-30.3.5.6-3563-29928-6,30.3.5.6,29928,10.108.241.130,3563,6,28/09/2021 03:22:46 AM,452,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4424.778761061947,452.0,0.0,452.0,452.0,0,0,0,0,0,452.0,452.0,0.0,452.0,452.0,0,0,0,0,0,48,0.0,4424.778761061947,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
10.108.241.130-30.3.5.6-5991-37052-6,30.3.5.6,37052,10.108.241.130,5991,6,28/09/2021 03:22:44 AM,695,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2877.6978417266187,695.0,0.0,695.0,695.0,0,0,0,0,0,695.0,695.0,0.0,695.0,695.0,0,0,0,0,0,48,0.0,2877.6978417266187,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
10.108.241.130-30.3.5.6-476-14345-6,30.3.5.6,14345,10.108.241.130,476,6,28/09/2021 03:25:18 AM,2042781,6,4,24.0,135.0,18.0,0.0,4.0,7.26636084983398,94.0,0.0,33.75,44.57484342840327,77.83506895746532,4.895287355815429,226975.66666666666,420684.3916610765,975628.0,254.0,2040111.0,408022.2,511883.97084515163,975628.0,254.0,1035413.0,345137.6666666667,586676.0830870246,1022552.0,1827.0,0,0,0,0,120,104,2.937172413489258,1.958114942326172,0.0,94.0,14.454545454545455,29.289464441548382,857.8727272727272,0,1,0,0,0,0,0,0,0.0,15.9,4.0,33.75,0,0,0,0,0,0,6,24,4,135,-1,65534,2,0,0,0,0,0,0,0,0,0,No Label
10.108.241.130-30.3.5.6-808-2032-6,30.3.5.6,2032,10.108.241.130,808,6,28/09/2021 03:12:34 AM,31751,2,3,88.0,0.0,88.0,0.0,44.0,62.22539674441618,0.0,0.0,0.0,0.0,2771.5662498818933,157.47535510692575,7937.750000000001,11107.387973026483,24358.0,567.0,24358.0,24358.0,0.0,24358.0,24358.0,31751.0,15875.5,15339.267404279775,26722.0,5029.0,0,0,0,0,40,84,62.9901420427703,94.48521306415546,0.0,88.0,14.666666666666668,35.92584956081995,1290.6666666666667,0,1,0,0,0,0,0,0,1.0,17.6,44.0,0.0,0,0,0,0,0,0,2,88,3,0,-1,0,1,0,0,0,0,0,0,0,0,0,No Label
10.108.241.130-30.3.5.6-2752-48354-6,30.3.5.6,48354,10.108.241.130,2752,6,28/09/2021 03:22:44 AM,289,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6920.415224913495,289.0,0.0,289.0,289.0,0,0,0,0,0,289.0,289.0,0.0,289.0,289.0,0,0,0,0,0,48,0.0,6920.415224913495,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
10.108.241.130-30.3.5.6-2445-31661-6,30.3.5.6,31661,10.108.241.130,2445,6,28/09/2021 03:22:38 AM,1772,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1128.6681715575621,1772.0,0.0,1772.0,1772.0,0,0,0,0,0,1772.0,1772.0,0.0,1772.0,1772.0,0,0,0,0,0,48,0.0,1128.6681715575621,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
